content,score,at,userName
bagus,5,2025-01-09 05:43:49,rudi setya dharma
"game mantap,cuma Hero yg di beli tidak muncul di ranked",5,2025-01-09 05:43:18,Syafri Jonedi
bagus,5,2025-01-09 05:43:10,Fuad Faizal
👍👍👍👍👍👍👍👍👍👍,5,2025-01-09 05:43:05,Marsa marsa
gem kece,5,2025-01-09 05:43:02,Muhammad Azka Fathurrahman
"Bagus, mengisi jam kosong dan hero atau skin mudah didapat",5,2025-01-09 05:42:41,boyke purdiansyah
Thanks for adding Japanese voice over,5,2025-01-09 05:42:03,Moh Ridwan
the best apalagi colab sama disney. gila gila,5,2025-01-09 05:41:54,zainal abidin
bagus,5,2025-01-09 05:41:45,Rocky
ok,5,2025-01-09 05:41:37,Aun drock
ok,5,2025-01-09 05:41:33,M Ashari
"Pembagian skill, item, dan pengaturan damage dan stun tidak merata, masa udh pake item mengurangi stun tetap aja stunya lama banget 4-6 detik kan lama banget dan juga pengaturan untuk damage tidak merata kalo pake item juga sama aja hasilnya",1,2025-01-09 05:41:13,Hilmi
". trimakasih , sukses seLaLuu ... ☺️",5,2025-01-09 05:40:59,Firdaus Abdulaziz
mantap,5,2025-01-09 05:40:35,Suad Adventure
kereennnn developer nya nga ati kritik update Frozen barusan juga keren banget pokoknya semangat terus kembangin game ini kami bakal selalu support,5,2025-01-09 05:40:26,Klio
keren,5,2025-01-09 05:40:05,Rafka Tomingg
Setelah update menurut saya jaringan makin buruk setelah bermain,1,2025-01-09 05:39:14,Yasei Clothing
Game nya asyik..,5,2025-01-09 05:38:46,Michael Taroreh
Bagus banget,5,2025-01-09 05:38:37,sakila amaliaputri
"Mantap, ini tentang kualitas",5,2025-01-09 05:38:36,Zaoldyck
"Grafiknya KEREN PARAH !!!! GAK KYK SEBELAH, KOTAK KOTAK BUREM !!!!",5,2025-01-09 05:38:21,Ndy Vian
"lumayan bagus sih, tapi yang main kebanyakan anak-anak, terus kebanyakan orang China sombong²😭",5,2025-01-09 05:38:18,"Raditya al,G"
"game nya bagus, saya suka",5,2025-01-09 05:36:52,Na Jua
good game😁,5,2025-01-09 05:36:46,Sapri 271085
LiTiA🥰(aku cati)🔥,5,2025-01-09 05:36:40,ryzki ginting
"Tingkatkan terus min, dengarkan para keluhan player, Jangan masukkan sesuatu yang jomok & LGBT lagi.",5,2025-01-09 05:36:02,Firman Hidayatullah
no coment,5,2025-01-09 05:35:56,M.Arvidhan Satya. p
Kepada pihak developer Kenapa ya?setiap update baru pasti selalu di ingame nya harus banget download resourcenya ulang?jujur ini sangat merugikan bagi saya dan saya harap hal ini tidak terjadi lagi untuk kedepannya jika S9 nanti masih saja terjadi hal seperti ini maka kemungkinan besar saya akan berhenti main HOK untuk waktu yang cukup lama,1,2025-01-09 05:35:36,Wayudani Wayudani
Sumpah asik bgt lama-lama mainin nya auto kasih bintang 5,5,2025-01-09 05:35:36,Aura Putri
game bagus,5,2025-01-09 05:35:24,Bonjes Dominic
Bagus bngt tp tolong klo macth lama bngt bosen tau sama skin kasih gratis klo bisa skin limit epic hehe Nanti kukasih bintang 5 klo bisa lebih 5,4,2025-01-09 05:35:20,Abdulloh Al Fath
"lumayan suka, tapi match making kadang terlalu lama",4,2025-01-09 05:35:19,Firdauzy Maulana
gak bakal nyeselll,5,2025-01-09 05:35:17,Burhandin
"bagus kata saya mah, ya cuma kadang-kadang dapet dark sistem",5,2025-01-09 05:35:09,Key Lio
"sdh bagus dr sgi grafik&kontrol. cm kdang msh ad bug,tlng di prbaiki lg min🙏👍",5,2025-01-09 05:34:55,Taufik Ismail
bagus,4,2025-01-09 05:33:57,Yatt
"banyak banget event gratisan nya, gameplay nya suka karna lebih keren",5,2025-01-09 05:33:54,Ahmad Tarwana
"tolong hilangi server malay sama philipina,negara ter dajjal semua itu",4,2025-01-09 05:33:51,Muhammad Afil
Sangat bagus dan tidak susah,5,2025-01-09 05:33:51,The Ale
ya gimana ya gamenya sudah bagus tapi harus ditingkatkan dari grafik dan tim kadang kurang kurang kurang kurang kurang baik,5,2025-01-09 05:33:48,Hafis Hafis
nice game 😁,5,2025-01-09 05:33:36,Axl Dlnako
"Kereeen,tingkat kan lagi pelayanan untuk para pemain",5,2025-01-09 05:33:15,Dany Ramdhan
Nice,5,2025-01-09 05:32:55,Muhammad Fuad
mantap,5,2025-01-09 05:32:38,Binjai Kota
"Joss Bgtt Lahh Game ini,meskipun lose streak bikin stress, tapi admin nya lngsung bagi"" skin gratis buat ngeredain stres...animasi nya juga di luar nurulll,cintaa bngttt dh sma game ini+sma admin nya😌",5,2025-01-09 05:32:35,Iky
Gatau mo ngomong apa tapi makasih skin gratisnya wkwkwkwkwk,5,2025-01-09 05:32:12,Indra Sonjaya
Mantap,5,2025-01-09 05:32:03,Lukman Saputro (ゆら)
Banyak darksistem,1,2025-01-09 05:31:45,Agus Walang
bagus sekali honor of king map baru mAntapp sekali Haikal suka main honor of king bagus banget suka banget voice pack windah Basudara,5,2025-01-09 05:31:37,M.haikal Harvardpatungga
terlope lopeee 😘😘😘,5,2025-01-09 05:31:33,Bramm Christian
sangat seru sekali semoga developer bisa meng update lagi terimakasih telah membuat game ini sekali kali terimakasih,5,2025-01-09 05:31:18,Umar Maulana
good,5,2025-01-09 05:30:56,RIDWAN
game bot,1,2025-01-09 05:30:39,Bahrul Muarif
benarkan matchmakingny,5,2025-01-09 05:30:34,Radja barron
Game ny mantul 👍,5,2025-01-09 05:30:22,Jepi Tea
Binatangnya aja di kurangi nya,5,2025-01-09 05:30:17,Faisal Affands
pelit,1,2025-01-09 05:30:10,Fadly Husein
"Game Konyol, Bisa semua Palyer menggunakan Hero Marksman di Ranked. Dan Juaga, musuh tidak seimbang, Terutama di Turnamen Puncak.",3,2025-01-09 05:29:59,M.fattah Zai
semoga lebih berkembang lagi gamenya dan semoga bug bug sama klau dapat tim itu paling ga satu tier yang sama jadi game play ga jomplang klau dapat tim tiernya jauh di atas kita dan game terbaik hanya honor of King's yeeeyyyy,5,2025-01-09 05:29:40,pak roh
ml moba plagiat,5,2025-01-09 05:29:29,Raja Malut
Seru bnget gileeeee kalian wajib cobain,5,2025-01-09 05:29:28,Ried one
mantap,5,2025-01-09 05:29:10,100 Riski Tri Mulya Sandy
like,5,2025-01-09 05:29:07,yeha Kara
Seru dan hd gk kyk sebelah,5,2025-01-09 05:29:06,Adek Supardi
game nya bagus banget evens sama disain skin bagus sama heronya op parah,5,2025-01-09 05:28:47,Dwi Ratnawati
game nya keren (tolong bened player malaysia),5,2025-01-09 05:28:36,Michael Alesandro
menarik,4,2025-01-09 05:28:20,XsHeL AsTa
"Terlalu sering apdet,kuata tambah cepat habisnya.😭",1,2025-01-09 05:28:13,Sablenk Goblok
Mantap hok maju terus,5,2025-01-09 05:27:41,Garena Gar
joz,5,2025-01-09 05:27:28,Puput Yuliyanta
Meskipun susah tapi grafik nya bagus dan lumayan ok gw suka pake menki,4,2025-01-09 05:27:10,Sri Rahayu
aku si yes,5,2025-01-09 05:27:09,Zidane Nugraha
"Kok lucu ya komen komen yang ngeluh stunnya lama, udah tau beda game masa disamain ama ML, mungkin 1,8 dtk nya ulti franco udh terlalu lama buat para player nya",5,2025-01-09 05:26:15,Muhammad Krisna As-Siwalani
👍👍,5,2025-01-09 05:26:04,Kholil M
👍👍👍👍👍,5,2025-01-09 05:25:56,Sk Agil
gamenya bagus bgt🤩 grafiknya lebih bagus dari pada ML😏,5,2025-01-09 05:25:39,Ardi
bagus,5,2025-01-09 05:25:26,Ashbeell Yah
kasih sekian,5,2025-01-09 05:25:16,Edi S
Game bagus udah itu aja,5,2025-01-09 05:25:10,Iqbal Muhammad
keren,5,2025-01-09 05:25:02,Irfan Rahmadsyah Lubis
masih banyak bug,3,2025-01-09 05:24:24,Tristan
Seru banget,5,2025-01-09 05:24:20,Suti Ani
keren,5,2025-01-09 05:23:29,Faizan Karya pools
Sangat ramah lingkungan,5,2025-01-09 05:23:28,Kahfi Kurnia
Game seru lebih seru dari MOBILE LEGENDARIS YANG PLAGIAT ITU,5,2025-01-09 05:23:10,x-f-22 raptor
bagus ko,5,2025-01-09 05:23:02,Ahmad Wahyudin
mantap,5,2025-01-09 05:22:59,Aldi Faisal
yya,3,2025-01-09 05:22:14,Edwin Permana
dapet skin gratis,5,2025-01-09 05:22:08,Fatima Atim
sangat menyenangkan,5,2025-01-09 05:21:44,Juna Chibu
Game seru benar,5,2025-01-09 05:21:42,Yusuf Usuf
klau bisa gamenya di sesuaikan dengan HP kentang biar ringan di mainkan,3,2025-01-09 05:20:58,alfa ayu
"game moba hape yg sangat bgus. tapi entah kenapa orang Indonesia suka terperangkap di satu tempat saja padahal punya kesempatan mencoba dua tempat sekaligus. Mungkin ini alasan banyak orang Indo gak bisa keluar zona nyaman, betah jadi katak dalam tempurung, dan banyak gak open minded.",5,2025-01-09 05:20:45,Rizali Rahman
nice game,4,2025-01-09 05:20:02,Andi Kusuma Admaja
the best,5,2025-01-09 05:19:35,Surahman Ppu
Tencent saya mintak token 1000,5,2025-01-09 05:19:15,Mie pekok
"Min update grafis dong untuk Samsung A73 karena cuma mentok di 60fps, soalnya digame lain udah support untuk 120fps tapi ini mentok di60fps. Terus masalah sinyal juga tiba² dri 20ms ke 322,344ms masih selalu terjadi untuk jaringan aman, mohon disegera..",4,2025-01-09 05:18:50,Zenrays Stars
di tingkatkan lagy ketua,5,2025-01-09 05:18:30,M Ali
"ngasih lawanya gak sesuai,,slalu dapat tim noob,,",3,2025-01-09 05:17:53,atnan putra
Masih butuh banyak pembaharuan,1,2025-01-09 05:17:47,Topalino Kanaritu
mantap,5,2025-01-09 05:17:45,Amirulfikrinur Sr14
bagus.!,5,2025-01-09 05:17:38,Putri aja
Terimakasih honor of kings..😊,5,2025-01-09 05:17:32,Fahd Arief
keren,5,2025-01-09 05:17:29,Bunga
aku kasih B5 karena bisa dpt jodoh digamenya,5,2025-01-09 05:17:23,Alp Prst
Game nya udh ok aja tapi yang paling males di rank ketemu banyak orang yang memakai Hero pemula.. atau blm expert namany klo di game sebelah.. sama untuk Recall nya bisa agak di percepat karena terlalu lama.. Terimakasih semangat HOK💪🏻👍🏻,4,2025-01-09 05:16:35,Erwin Silvanus
"Tolong matchmaking nya dibenerin lagi, masa ketemu sunbin tier platinum (bot) tapi musuhnya 4 orang epic b70 keatas",5,2025-01-09 05:16:28,Irfans Yusuf
susah banget naik levelnya...,4,2025-01-09 05:16:27,Kukuh Widarsono
gamenya bagus memanjakan player baru banyak event gratis,5,2025-01-09 05:16:27,Moh Rifaldi
"gamenya bagus,,kapasitas filenya juga lumayan tpi kalau bisa di kompres dong kapasitas file nya buat biar yg bermain bukan hanya mereka yg punya kapasitas handphone Ram 4 gb ke atas aja tpi 2gb juga bisa bermain.",4,2025-01-09 05:16:17,Jhon Tamaela
aku suka game ini grafik dan gameplaynya bagus dan Aku punya saran dikembangkan lagi gamenya biar bisa bersaing dengan game lainnya.Semangat semoga menjadi lebih baik,5,2025-01-09 05:15:58,Desmon Setiawan
good,5,2025-01-09 05:15:55,Tedy Rivaldy
Jauhi player dark sistem,5,2025-01-09 05:15:55,Nara Subaidi
NO COMMENT!,5,2025-01-09 05:15:54,6178 Khalish Rahman Hidayan
Saya suka dengan game ini ! Banyak event menarik dan skin gratis!,5,2025-01-09 05:14:53,syaqilla 2014
Saya suka dean gem ini,5,2025-01-09 05:14:49,Wulan Lestari
Bagus,5,2025-01-09 05:14:46,Andi Reza Ramli
semoga bisa lebih baik,5,2025-01-09 05:14:24,lvl up
keren,4,2025-01-09 05:14:17,Cid Kageno
best,5,2025-01-09 05:14:00,Cy An
tambah smile ok,5,2025-01-09 05:13:39,Muhammad Faith rafi
game yangbahus untuk mengisi waktu luang,5,2025-01-09 05:13:21,Ferry Iref
Bagus,5,2025-01-09 05:13:16,Mio M3
mantap,5,2025-01-09 05:13:00,Indomaret Pandora
game mantap,5,2025-01-09 05:12:58,Ferdi Ktb
game terbaik,5,2025-01-09 05:12:47,Muhamad Sulpalah
gamenya sangat keren semoga saya dapat tim yang bagus,5,2025-01-09 05:12:09,Galih Ardhana
Dark sistem lebih parah drpd ML !,4,2025-01-09 05:11:44,DAISO
Bagus bet apalagi ada Kaloborasi Elsa frozen behh tambah cinta gw sm hok,5,2025-01-09 05:11:25,Sukardi Kardi
geme terbak,5,2025-01-09 05:10:03,Nas Jr
"Boleh lah untuk ukuran new game and developer baru . Cm matching sistemnya yg ngaco. Sering kalah dpt tim yg ga sesuai roll play . Apakah bot? Ayolah dev,, setidaknya bikin matching system yg waras aja,. Jgn kasih bot mulu. Kalo musuh bot sih oke giliran dpt tmn bot bikin jengkel",3,2025-01-09 05:09:47,Shikley Jackerz
game seru,5,2025-01-09 05:09:46,edy wahyudi
Mantap,5,2025-01-09 05:09:40,Rohim Jr
perbanyak event skin gratis,5,2025-01-09 05:09:36,Ichal Mi
GIM BAIK,5,2025-01-09 05:09:32,Sir Oim
Sangat seru dengan grafik yang bagus pula tetapi tetap tidak bisa dihindari terkadang masih ada saja player yang melakukan pelanggaran saat bermain,5,2025-01-09 05:09:24,Doni Priyatna
tolong matchmakinh perbaiki lagi ya,5,2025-01-09 05:09:15,Fajar Haryono
gema nya seru,5,2025-01-09 05:08:59,Asril Fahrizal
asiķ mainnya,5,2025-01-09 05:08:56,Resi gusti Saputra
waw,5,2025-01-09 05:08:29,Irfana Ziest
Bagus banget,5,2025-01-09 05:08:24,Rohani Ani
"intinya jangan banyak nama chinanya. masukinlah hero yang lebih luas lagi kayak D'antagna, Anubis, bahkan pattimura sekalipun. itu aja sih",5,2025-01-09 05:08:24,ELDI FPS
"Apik tenan.... rek, gk download",5,2025-01-09 05:08:04,Reno Januarta Arda Pratama
keren parah,5,2025-01-09 05:07:54,Ali Wibowo
the best game,5,2025-01-09 05:07:31,Fajrul Anugrah
saya sangat suka gem ini hanya saja temen temen ku udah banyak yg gk main gem ini lagi,5,2025-01-09 05:07:27,Mayif kak
keren anjay,5,2025-01-09 05:07:21,Just Ridho
goodd game,5,2025-01-09 05:07:18,CHS_ Gaming
puas dengan game ini,5,2025-01-09 05:06:50,Gufron Ansori
"Tolong dong masalah sinyal, sistem report nya lebih di perbaiki lagi.",5,2025-01-09 05:06:43,Ramagandi 07
bagus,4,2025-01-09 05:06:27,Hengki
"Untuk setiap eventnya sih bagus, Tapi bintang satu dulu soalnya pencocokan tim match nya buruk tidak sesuai atau tidak seimbang dan lebih aneh lagi sering mendapat tim yang pemula atau pemain baru, bintang lima kalo sudah diperbaiki",1,2025-01-09 05:06:26,SMIRK
"Banyak banget player negatif, udh sampe GM b40 aja, masih ada aja player yang kaya gak tau main, rotasinya jelek, afk, gak mau kerja sama tim... tolong benerin match making nya lagi donk.. rasanya kalau dapet tim tuh gak seimbang banget di season ini, season kemaren masih enak kok. Pas season 7 ini malah gak ada otak... sekalinya main, di kasih beban langsung 3 player, 2 v 5 emank adil?",1,2025-01-09 05:06:21,You Sube
keren banget.. terus ada update performa yg bagus,5,2025-01-09 05:06:14,Purniawan Wawan
top,5,2025-01-09 05:05:45,SENANDUNG PELUNG BANDUNG
"Game Seru dan Banyak Gratisannya, Grafiknya sudah Ultra.",5,2025-01-09 05:05:33,Alone Boy
menarik bisa dapet Hiro gratis,5,2025-01-09 05:05:17,yuniar ayu lestari
lebih di tingkatkan lagi,5,2025-01-09 05:04:55,K Ehan
kalo bisa ada turnamen resmi dari game ini dan berhadiah token,5,2025-01-09 05:04:49,Saskeh Uwwu
Lebih gampang dimainin daripada ML. Soalnya lane gk bakal rebutan. Kecuali kalo ketemu player Pinoy yang pilih Houyi Clash Lane,5,2025-01-09 05:04:35,Rimasanjuu
aplikasi gem ini bagus,5,2025-01-09 05:04:35,Fandy L
lumayan,5,2025-01-09 05:04:22,Erlangga Andika Erlangga Andika
👍,5,2025-01-09 05:04:15,Olympio Bani
tolong sinyal di perkuat.,3,2025-01-09 05:04:00,Mario Mbara
game favorit kuuuu,5,2025-01-09 05:03:48,RIZKY SAPUTRA
sangat seruh,5,2025-01-09 05:03:47,Samsur Muhamad
y anjai gua kull bgt,5,2025-01-09 05:03:17,ADRA AZHKALEA PUTRI
netral,3,2025-01-09 05:03:02,Aryo Sloow
public team doang nguwawor,4,2025-01-09 05:02:49,Alfian
game nya seru,5,2025-01-09 05:02:29,Mila Dina
"Bagus,mlahan lebih bgs dri pd ml",4,2025-01-09 05:02:23,Ria Ardiani
Darksystem BOT team HOK bad,5,2025-01-09 05:02:21,Kuzan Aokiji
keren 👍,5,2025-01-09 05:01:40,King Luting
ya lumayan lahhh,5,2025-01-09 05:01:30,airi 1802
ok,5,2025-01-09 05:00:51,Hendra Dwitama
ok lah,4,2025-01-09 05:00:20,Sumarna Mhd
ok,5,2025-01-09 04:59:55,Rohman Rosidianto
lumayan lah tapi kurangN drak sistem nya,5,2025-01-09 04:59:55,Sapoan Hady
kalau main sering leg leg.. tolong di perbaiki.. supaya main nya bisa lancar,5,2025-01-09 04:59:47,Sapriadi Koi
good,5,2025-01-09 04:59:45,Koko Sanjaya
Kurangi dark system,5,2025-01-09 04:59:05,sumarni marni
Mantapppp,5,2025-01-09 04:58:59,Inieza Neza
sangat keren gamenya,5,2025-01-09 04:58:54,ragil veri
Aman,5,2025-01-09 04:58:29,Rivans Liviyandi
"udah sangat bagus.. tapi tolong untuk update selanjutnya, tolong kurangi skill Hero yang ada efek stunnya karena akan sangat meresahkan apabila semua Hero di tim lawan menggunakan Hero yang ada efek stun dan akan sangat merugikan jika kita melakukan war dengan tim mereka.. tolong di pertimbangkan lagi.. terima kasih 🙏😁",5,2025-01-09 04:58:08,J O
good,5,2025-01-09 04:58:01,Natshu 11
Ok,5,2025-01-09 04:57:08,Bramantyo Satrianugraha
diamond 3 stelah update kok kok jdi platinum 2...aneh,5,2025-01-09 04:56:40,Endro Pande
manttap semoga terus berkembang lagi,5,2025-01-09 04:56:18,Ahnan Marcom
tolong drak sytem nya d kurangin,4,2025-01-09 04:56:14,Ashter W
menarik dan seru,5,2025-01-09 04:56:02,Slamet Widodo
mantap kali,5,2025-01-09 04:55:42,Yogi Yogi
Game yang sangat bagus,5,2025-01-09 04:55:34,Titik Kosong
game bagus banyak hero dengan nama2 mandarin . go china go china .. 我最喜欢中国,5,2025-01-09 04:54:52,So Wie Lie
Kenapa honor of king UPDATE terus,5,2025-01-09 04:54:16,Wardi Gusni
jangan ngelek yaaa terus kasih aku skin legendnya dong,5,2025-01-09 04:53:13,Risky Molou
game moba terbaik,5,2025-01-09 04:52:16,Buah Barokah
nice,5,2025-01-09 04:52:07,Wahyudi Elviadi
Bagus,5,2025-01-09 04:51:58,Elina Cantik
mantap p9kok nya,5,2025-01-09 04:51:56,bang mitsuya65
tambahin hero diluar china,5,2025-01-09 04:51:32,YOAN NABABAN
sering sekali mendapatkan teman se tim yg melakukan pelanggaran..jadi sangat menyebalkan,1,2025-01-09 04:51:12,puspa neshia
"Bagus sih bagus banget, tapi snagat menghabiskan banyak penyimpanan jadinya saya hapus lagi 🥲🥲",2,2025-01-09 04:50:59,Anakayam11
banyak bot nya,4,2025-01-09 04:50:07,Bahamut
the best,5,2025-01-09 04:50:07,akmal Saputra
game terbaik,5,2025-01-09 04:50:00,aslan L
"mantap gamenyaaaa, seruuu fitur²nya keren, skinnya selalu menyalaa",5,2025-01-09 04:49:45,Jaelani Muttaqien
"Game hebat😘, saya suka dengan game ini, punya banyak fitur dan tidak membosankan",5,2025-01-09 04:49:43,Ezra Al Fakhri
gasken jangan banyak update doang.,4,2025-01-09 04:49:18,Adeirawan Taufik
"sebaiknya jika dalam tim ada yang bermain secara tidak benar, sebaiknya jika kita kalah karena ada yang afk atau troll, bintang jangan turun.",5,2025-01-09 04:49:14,jr fi
Penganti game aov ku,5,2025-01-09 04:47:16,Wing Babao
game tinggi mekanikk ga kaya sebelahhhh😍,5,2025-01-09 04:47:02,romi romansah
nice,5,2025-01-09 04:46:36,Adi Wijaya
"Kesulitan untuk menang,kalo bisa kurangin tingkat kesulitannya min,udah banyak player hok pensi gara"" itu,bkn nya masalah mekanik emang dari game nya gitu,gw mantan player aov aja kesulitan naik rank nya karena di kasih tim sering gak bener",2,2025-01-09 04:46:20,ranss aldi
good game🥰,5,2025-01-09 04:46:08,Nata Setiawan
keren,5,2025-01-09 04:45:51,roma dhoni
sangat bagus nggak kalah serunya ml,3,2025-01-09 04:45:23,Kofridel 09
semoga lebih bnyak skin gratis,5,2025-01-09 04:45:16,Amirul Izam
Gamenya jelek banget grafiknya burik mendingan ml,1,2025-01-09 04:45:11,Christian Natalis
"bagus,,,,",5,2025-01-09 04:44:45,Arjuna Pratama
Lu kasi gua tim jelek aku selalu main kala aku uda main dengan benar tapi geme nya gitu percuma aku main geme ini selalu aja gitu gajelas geme nya bikin akun kesel jadi jangan tim nya gitu gajelas gua buang geme nya hahaha mampus kena azap kerena gitu ke pleyer nya huuuu gajelas percuma gua top ap kaya gitu rupenye,1,2025-01-09 04:44:34,Raiyan Syahrul
mantap,5,2025-01-09 04:44:33,Rustam Melu
kerennn,5,2025-01-09 04:44:19,Putra Labangka
seru banget,5,2025-01-09 04:44:01,M Aqil
"cuma mau matchmaking nya dibenerin, dah itu aja",4,2025-01-09 04:43:50,jecko alno
"saran saya jika pemilihan lane sudah di tentukan, misal farm lane ya, jadi untuk hero selain farm lane di kunci saja agak tidak di pick",4,2025-01-09 04:43:33,Ganda Kusuma
GAME NYA BAGUS INI AKUN BAPAKKU MANGKANYA NAMANYA BAMBANG HARYANTO,5,2025-01-09 04:43:19,Bambang Hariyanto
saya sangat suka sama game ini saya terhibur banget main game ini,3,2025-01-09 04:43:09,Torih Bae
semoga susess selalu,4,2025-01-09 04:42:58,Muksin Muksinbe
GRAFIK NYA GACOR,5,2025-01-09 04:42:50,Andhika Imam.P
"game keren , jika ada yg main gak serius langsung kena hukuman",5,2025-01-09 04:41:14,Agus Setiawan
ok,5,2025-01-09 04:40:54,NGAH YASE
Mending ML,1,2025-01-09 04:40:29,Taopik Maulana
keren mantap,5,2025-01-09 04:40:17,DEDE Hernawati
Gem ya sih bagus tapi map ya burik,1,2025-01-09 04:40:01,Tiga Kembar
tidak kalah jua ga bgsnya sm Mobile legend,5,2025-01-09 04:39:47,joni iskandar
Bagus,5,2025-01-09 04:39:43,Jalu Dwi Hadianto
Bagus,5,2025-01-09 04:39:37,Juju joehana
mantep ❤️,5,2025-01-09 04:38:44,K•2 Zero
bagus banget game nya..pokoknya ini game favorit ku..,5,2025-01-09 04:38:44,Chan Ano
bagus,5,2025-01-09 04:38:08,Isti Komariah
Seru,5,2025-01-09 04:37:40,Ahmad Makkiy
lit !,5,2025-01-09 04:37:35,Achmad Arifin
👍👍👍👍,5,2025-01-09 04:36:51,Ibeys Setiady
gemenya sangat bagus,4,2025-01-09 04:36:34,shahipul Rmkr
Emang setingan gamenya gitu ya ..dikasih menang 5 kali di kasih kalah 10 kali,5,2025-01-09 04:36:31,Aly Mufid
